,avg_memory_usage,avg_per_usage,kernel_cpu_usage,max_memory_usage,memory_cache,time_recorded,total_cpu_usage,user_cpu_usage
127,13017088,114399086.33333333,230000000,51175424,1437696,2018-10-08T21:15:01.377722461Z,343197259,90000000
128,13017088,114460016.66666667,230000000,51175424,1437696,2018-10-08T21:15:02.380405797Z,343380050,90000000
129,13017088,114523191.66666667,230000000,51175424,1437696,2018-10-08T21:15:03.383177746Z,343569575,90000000
130,13017088,114595785.0,230000000,51175424,1437696,2018-10-08T21:15:04.385926345Z,343787355,90000000
131,13017088,114648851.66666667,230000000,51175424,1437696,2018-10-08T21:15:05.388605991Z,343946555,90000000
132,13017088,114705725.66666667,230000000,51175424,1437696,2018-10-08T21:15:06.391226916Z,344117177,90000000
133,13017088,114754719.66666667,230000000,51175424,1437696,2018-10-08T21:15:07.396919681Z,344264159,90000000
134,13017088,114803355.33333333,230000000,51175424,1437696,2018-10-08T21:15:08.392924061Z,344410066,90000000
135,13017088,114846705.66666667,230000000,51175424,1437696,2018-10-08T21:15:09.396912204Z,344540117,90000000
136,13017088,114893439.66666667,230000000,51175424,1437696,2018-10-08T21:15:10.401542661Z,344680319,90000000
137,13017088,114946608.66666667,230000000,51175424,1437696,2018-10-08T21:15:11.405828014Z,344839826,90000000
138,13017088,114992062.33333333,230000000,51175424,1437696,2018-10-08T21:15:12.412598746Z,344976187,90000000
139,12890112,115042706.33333333,230000000,51175424,1437696,2018-10-08T21:15:13.415162209Z,345128119,90000000
140,12890112,115083499.33333333,230000000,51175424,1437696,2018-10-08T21:15:14.427283173Z,345250498,90000000
141,12890112,115153815.66666667,230000000,51175424,1437696,2018-10-08T21:15:15.437910923Z,345461447,90000000
142,12890112,115223055.0,230000000,51175424,1437696,2018-10-08T21:15:16.440548949Z,345669165,90000000
143,12890112,115282094.33333333,230000000,51175424,1437696,2018-10-08T21:15:17.446802429Z,345846283,90000000
144,12890112,115352984.0,230000000,51175424,1437696,2018-10-08T21:15:18.454787644Z,346058952,90000000
145,12890112,115423418.0,230000000,51175424,1437696,2018-10-08T21:15:19.466700172Z,346270254,90000000
146,12890112,115483904.0,230000000,51175424,1437696,2018-10-08T21:15:20.468375863Z,346451712,90000000
147,12890112,115540272.0,230000000,51175424,1437696,2018-10-08T21:15:21.476959873Z,346620816,90000000
148,12890112,115588445.66666667,230000000,51175424,1437696,2018-10-08T21:15:22.485168337Z,346765337,90000000
149,12890112,115645354.66666667,230000000,51175424,1437696,2018-10-08T21:15:23.489410016Z,346936064,90000000
150,12890112,115711312.0,230000000,51175424,1437696,2018-10-08T21:15:24.501146587Z,347133936,90000000
151,12890112,115761080.0,230000000,51175424,1437696,2018-10-08T21:15:25.503922122Z,347283240,90000000
152,12890112,115827712.33333333,230000000,51175424,1437696,2018-10-08T21:15:26.506497873Z,347483137,90000000
153,12890112,115884019.0,230000000,51175424,1437696,2018-10-08T21:15:27.508254195Z,347652057,90000000
154,12890112,115940243.33333333,230000000,51175424,1437696,2018-10-08T21:15:28.511930755Z,347820730,90000000
155,12890112,115994217.0,230000000,51175424,1437696,2018-10-08T21:15:29.514830682Z,347982651,90000000
156,12890112,116055291.66666667,230000000,51175424,1437696,2018-10-08T21:15:30.518668293Z,348165875,90000000
157,12890112,116118407.33333333,230000000,51175424,1437696,2018-10-08T21:15:31.521090266Z,348355222,90000000
158,12890112,116190846.66666667,230000000,51175424,1437696,2018-10-08T21:15:32.525723816Z,348572540,90000000
159,12890112,116254976.66666667,230000000,51175424,1437696,2018-10-08T21:15:33.527718154Z,348764930,90000000
